snapshot_date,week_start,project_id,equipment_type,commissioning_level,equipment_count,total_lines,completed_lines,open_lines,completion_pct,last_synced
2026-09-09,2026-09-07,52047,ATS,L2,10,350,0,350,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,ATS,L3,10,260,0,260,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,BMP,L1,14,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,BMP,L2,14,490,0,490,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,BMP,L3,14,364,0,364,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,BSW,L1,82,1640,0,1640,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,BSW,L2,82,2870,0,2870,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,BSW,L3,82,2132,0,2132,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CDU,L1,12,240,0,240,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CDU,L2,12,420,0,420,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CDU,L3,12,312,0,312,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CRA,L1,16,320,320,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CRA,L2,16,560,0,560,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CRA,L3,16,416,0,416,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CTS,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CTS,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,CTS,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DHU,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DHU,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DHU,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DPP,L1,16,320,320,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DPP,L2,16,560,0,560,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DPP,L3,16,416,0,416,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DSG,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DSG,L2,8,280,56,224,20.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,DSG,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,ELP,L1,4,80,80,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,ELP,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,ELP,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EPP,L1,4,80,80,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EPP,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EPP,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EXF,L1,8,160,0,160,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EXF,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EXF,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EXP,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EXP,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,EXP,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,FWU,L1,16,320,320,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,FWU,L2,16,560,0,560,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,FWU,L3,16,416,0,416,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GDS,L1,1,20,0,20,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GDS,L2,1,35,0,35,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GDS,L3,1,26,0,26,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GDT,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GDT,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GDT,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GEN,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GEN,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GEN,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GSB,L1,8,160,152,8,95.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GSB,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,GSB,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MBC,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MBC,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MBC,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MDP,L1,11,220,220,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MDP,L2,11,385,7,378,1.82,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MDP,L3,11,286,0,286,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MSB,L1,10,200,200,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MSB,L2,10,350,0,350,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MSB,L3,10,260,0,260,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MUP,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MUP,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,MUP,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,PAC,L1,2,40,0,40,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,PAC,L2,2,70,0,70,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,PAC,L3,2,52,0,52,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,PAS,L1,6,120,0,120,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,PAS,L2,6,210,0,210,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,PAS,L3,6,156,0,156,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,RPP,L1,16,320,0,320,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,RPP,L2,16,560,0,560,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,RPP,L3,16,416,0,416,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,TES,L1,12,240,0,240,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,TES,L2,12,420,0,420,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,TES,L3,12,312,0,312,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,TRN,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,TRN,L2,8,280,56,224,20.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,TRN,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UDP,L1,6,120,119,1,99.17,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UDP,L2,6,210,0,210,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UDP,L3,6,156,0,156,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UMP,L1,2,40,40,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UMP,L2,2,70,0,70,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UMP,L3,2,52,0,52,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPB,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPB,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPB,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPP,L1,2,40,40,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPP,L2,2,70,0,70,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPP,L3,2,52,0,52,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPS,L1,8,160,148,12,92.5,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPS,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,UPS,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,VES,L1,32,640,147,493,22.97,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,VES,L2,32,1120,0,1120,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,VES,L3,32,832,0,832,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,VRF,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,VRF,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52047,VRF,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ACS,L1,41,820,0,820,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ACS,L2,41,1435,0,1435,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ACS,L3,41,1066,0,1066,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,AIS,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,AIS,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,AIS,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ATS,L1,5,100,100,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ATS,L2,5,175,0,175,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ATS,L3,5,130,0,130,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,BMP,L1,13,260,0,260,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,BMP,L2,13,455,0,455,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,BMP,L3,13,338,0,338,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,BSW,L1,77,1540,0,1540,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,BSW,L2,77,2695,0,2695,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,BSW,L3,77,2002,0,2002,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CDU,L1,12,240,0,240,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CDU,L2,12,420,0,420,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CDU,L3,12,312,0,312,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CRA,L1,30,600,573,27,95.5,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CRA,L2,30,1050,0,1050,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CRA,L3,30,780,0,780,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CTS,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CTS,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,CTS,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DHU,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DHU,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DHU,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DPP,L1,14,280,280,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DPP,L2,14,490,0,490,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DPP,L3,14,364,0,364,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DSG,L1,7,140,140,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DSG,L2,7,245,49,196,20.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,DSG,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ELP,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ELP,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,ELP,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EPP,L1,8,160,160,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EPP,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EPP,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EXF,L1,7,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EXF,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EXF,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EXP,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EXP,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,EXP,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GDS,L1,1,20,0,20,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GDS,L2,1,35,0,35,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GDS,L3,1,26,0,26,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GDT,L1,7,140,140,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GDT,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GDT,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GEN,L1,7,140,140,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GEN,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GEN,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GSB,L1,7,140,68,72,48.57,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GSB,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,GSB,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MBC,L1,7,140,140,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MBC,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MBC,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MDP,L1,11,220,220,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MDP,L2,11,385,0,385,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MDP,L3,11,286,0,286,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MSB,L1,13,260,220,40,84.62,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MSB,L2,13,455,0,455,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MSB,L3,13,338,0,338,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MUP,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MUP,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,MUP,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,PAC,L1,2,40,0,40,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,PAC,L2,2,70,0,70,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,PAC,L3,2,52,0,52,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,PAS,L1,6,120,0,120,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,PAS,L2,6,210,0,210,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,PAS,L3,6,156,0,156,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,RPP,L1,16,320,0,320,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,RPP,L2,16,560,0,560,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,RPP,L3,16,416,0,416,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,TES,L1,12,240,0,240,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,TES,L2,12,420,0,420,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,TES,L3,12,312,0,312,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,TRN,L1,7,140,140,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,TRN,L2,7,245,49,196,20.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,TRN,L3,7,182,14,168,7.69,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UDP,L1,6,120,120,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UDP,L2,6,210,0,210,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UDP,L3,6,156,0,156,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UMP,L1,1,20,20,0,100.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UMP,L2,1,35,0,35,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UMP,L3,1,26,0,26,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPB,L1,7,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPB,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPB,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPP,L1,8,160,140,20,87.5,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPP,L2,8,280,0,280,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPP,L3,8,208,0,208,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPS,L1,7,140,42,98,30.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPS,L2,7,245,0,245,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,UPS,L3,7,182,0,182,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,VES,L1,31,620,0,620,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,VES,L2,31,1085,0,1085,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,VES,L3,31,806,0,806,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,VRF,L1,4,80,0,80,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,VRF,L2,4,140,0,140,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-09,2026-09-07,52048,VRF,L3,4,104,0,104,0.0,2026-09-08T20:42:36.043376+00:00
2026-09-10,2026-09-07,39282,ACS,L1,98,1989,1338,651,67.27,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,ACS,L2,98,3430,1229,2201,35.83,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,ACS,L3,98,2548,0,2548,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,AHU,L1,7,147,147,0,100.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,AHU,L2,7,245,0,245,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,AHU,L3,7,182,0,182,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,AIS,L1,6,122,42,80,34.43,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,AIS,L2,6,210,0,210,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,AIS,L3,6,156,0,156,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,BMP,L1,26,528,434,94,82.2,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,BMP,L2,26,1222,656,566,53.68,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,BMP,L3,26,676,56,620,8.28,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,BSW,L1,56,1120,480,640,42.86,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,BSW,L2,56,1960,840,1120,42.86,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,BSW,L3,56,1456,0,1456,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CDU,L1,12,240,234,6,97.5,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CDU,L2,12,420,0,420,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CDU,L3,12,312,0,312,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CHL,L1,8,168,168,0,100.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CHL,L2,8,280,56,224,20.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CHL,L3,8,208,0,208,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CHP,L1,8,168,168,0,100.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CHP,L2,8,280,0,280,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CHP,L3,8,208,0,208,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CRA,L1,28,560,554,6,98.93,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CRA,L2,28,980,0,980,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CRA,L3,28,728,0,728,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CTS,L1,6,120,25,95,20.83,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CTS,L2,6,210,0,210,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,CTS,L3,6,156,0,156,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,DPP,L1,54,1104,1044,60,94.57,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,DPP,L2,54,2080,754,1326,36.25,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,DPP,L3,54,1404,0,1404,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,DSG,L1,8,168,168,0,100.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,DSG,L2,8,592,592,0,100.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,DSG,L3,8,208,6,202,2.88,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,EPP,L1,8,164,164,0,100.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,EPP,L2,8,363,231,132,63.64,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,EPP,L3,8,208,0,208,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,EXF,L1,20,400,365,35,91.25,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,EXF,L2,20,700,0,700,0.0,2026-09-09T20:23:23.056133+00:00
2026-09-10,2026-09-07,39282,EXF,L3,20,520,0,520,0.0,2026-09-09T20:23:23.056133+00:00
