project_id,equipment_id,name,type,discipline,building,floor,space,status,area_type,equipment_supplier,floor,installing_contractor,location,logistics_category_1,manufacturer,model_name,model_number,phase,serial_number,tranche,vendor,systems,no_tag_date,no_tag_person,l1_red_tag_date,l1_red_tag_person,conditional_yellow_tag_date,conditional_yellow_tag_person,l2_yellow_tag_date,l2_yellow_tag_person,energized_date,energized_person,l3_green_tag_date,l3_green_tag_person,l4_blue_tag_date,l4_blue_tag_person,l5_white_tag_date,l5_white_tag_person,current_stage,current_stage_date,current_stage_person,last_synced
39282,8741979,EDCKUL21GDTAF100,GDT,Mechanical,,,GENERATOR ROOM AF,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AF,,ALFA NOISE CONTROL SDN BHD,1000L DOUBLE WALL TANK,1000 GALLONS,,12775-25-FT-AF,1,,Block AF,2025-01-27 10:42:32,Aaron Asir,2025-07-22 02:42:57,Aaron Asir,,,2026-05-25 09:35:46,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:35:46,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741980,EDCKUL21GDTAH100,GDT,Mechanical,,,GENERATOR ROOM AH,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AH,,ALFA NOISE CONTROL SDN BHD,1000L DOUBLE WALL TANK,1000L GALLONS,,12775-25-FT-AH,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-06-17 02:01:00,Aaron Asir,,,2026-05-25 09:35:46,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:35:46,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741981,EDCKUL21GDTAZ100,GDT,Mechanical,,,GENERATOR ROOM AZ,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AZ,,ALFA NOISE CONTROL SDN BHD,1000L DOUBLE WALL TANK,1000 GALLONS,,12775-25-FT-AZ,1,,Block AZ,2025-01-27 10:42:32,Aaron Asir,2025-07-14 06:51:58,Aaron Asir,,,2026-05-25 09:35:46,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:35:46,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741982,EDCKUL21GENAA100,GEN,Electrical,,,GENERATOR ROOM AA,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AA,,CATERPILLAR,3516E,CAT3516EIGZF00219,,GZF00219,1,,Block AA,2025-03-06 01:19:19,Aaron Asir,2025-06-03 03:42:03,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741983,EDCKUL21GENAB100,GEN,Electrical,,,GENERATOR ROOM AB,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AB,,CATERPILLAR,3516E,CAT3516EAGZF00214,,GZF00214,1,,Block AB,2025-01-27 10:42:32,Aaron Asir,2025-06-03 03:42:03,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741984,EDCKUL21GENAC100,GEN,Electrical,,,GENERATOR ROOM AC,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AC,,CATERPILLAR,3516E,CAT3516ECGZF00221,,GZF00221,1,,Block AC,2025-01-27 10:42:32,Aaron Asir,2025-06-03 03:42:03,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741985,EDCKUL21GENAD100,GEN,Electrical,,,GENERATOR ROOM AD,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AD,,CATERPILLAR,3516E,CAT3516ECGZF00204,,GZF00204,1,,Block AD,2025-01-27 10:42:32,Aaron Asir,2025-07-14 06:51:41,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741986,EDCKUL21GENAE100,GEN,Electrical,,,GENERATOR ROOM AE,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AE,,CATERPILLAR,3516E,CAT3516EHGZF00233,,GZF00233,1,,Block AE,2025-01-27 10:42:32,Aaron Asir,2025-07-22 02:42:57,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741987,EDCKUL21GENAF100,GEN,Electrical,,,GENERATOR ROOM AF,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AF,,CATERPILLAR,3516E,CAT3516EVGZF00230,,GZF00230,1,,Block AF,2025-01-27 10:42:32,Aaron Asir,2025-07-22 02:42:57,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741988,EDCKUL21GENAH100,GEN,Electrical,,,GENERATOR ROOM AH,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AH,,CATERPILLAR,3516E,CAT3516EKZNZ00291,,ZNZ00291,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-06-03 03:42:03,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741989,EDCKUL21GENAZ100,GEN,Electrical,,,GENERATOR ROOM AZ,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AZ,,CATERPILLAR,3516E,CAT3516ELGZF00215,,GZF00215,1,,Block AZ,2025-01-27 10:42:32,Aaron Asir,2025-07-14 06:51:41,Aaron Asir,,,2026-05-25 09:34:38,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:34:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741991,EDCKUL21GSBAA110,GSB,Electrical,,,GENERATOR ROOM AA,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AA,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX2,,EA-1422-EDC-ACB50A-11,1,,Block AA,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741992,EDCKUL21GSBAB110,GSB,Electrical,,,GENERATOR ROOM AB,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AB,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-12,1,,Block AB,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741993,EDCKUL21GSBAC110,GSB,Electrical,,,GENERATOR ROOM AC,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AC,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-10,1,,Block AC,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741994,EDCKUL21GSBAD110,GSB,Electrical,,,GENERATOR ROOM AD,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AD,,ENERCON ASIA PTE LTD,ABB5000 EKIP TOUCH LSIG 4P,SACE EMAX2,,EA-1422-EDC-ACB50A-15,1,,Block AD,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741995,EDCKUL21GSBAE110,GSB,Electrical,,,GENERATOR ROOM AE,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AE,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX2,,EA-1422-EDC-ACB50A-14,1,,Block AE,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741996,EDCKUL21GSBAF110,GSB,Electrical,,,GENERATOR ROOM AF,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AF,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX2,,EA-1422-EDC-ACB50A-13,1,,Block AF,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741998,EDCKUL21GSBAH110,GSB,Electrical,,,GENERATOR ROOM AH,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AH,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB40A-02,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741997,EDCKUL21GSBAZ110,GSB,Electrical,,,GENERATOR ROOM AZ,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM AZ,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX2,,EA-1422-EDC-ACB50A-16,1,,Block AZ,2025-01-27 10:42:32,Aaron Asir,2026-06-11 02:58:46,Aaron Asir,,,2026-07-30 07:10:48,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:10:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741990,EDCKUL21LBG00100,LBG,Electrical,EDCKUL21,RF-T1,LOAD BANK SPACE,L2 YELLOW TAG,IT,IAQ Solutions,RF-T1,IAQ Solutions,Roof,,Kaixiang,AC415V-3000KW,AC415V-3000KW,,2409219,1,,Load bank,2025-01-27 10:42:32,Aaron Asir,2026-01-06 05:53:03,Aaron Asir,,,2026-06-25 01:51:44,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-06-25 01:51:44,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8741999,EDCKUL21MBCAA110,MBC,Electrical,,,ELECTRICAL ROOM AA,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AA,,Powerwell,Sivacon S8,Sivacon S8,,PW/20748/2024/11,1,,Block AA,2025-01-27 10:42:32,Aaron Asir,2025-07-01 01:40:34,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-01 01:40:34,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,11604985,EDCKUL21MBCAA210,MBC,Electrical,,,ELECTRICAL ROOM AA,L2 YELLOW TAG,IT,Powerwell,,Powerwell,Electrical Room AA,,Powerwell,Sivacon S8,Sivacon S8,,PW/21971/2026/03,1,,Block AA,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:29:39,Aaron Asir,,,2026-09-09 02:30:30,Tarmizi Isa,,,,,,,,,L2 Yellow Tag,2026-09-09 02:30:30,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742000,EDCKUL21MBCAB110,MBC,Electrical,,,ELECTRICAL ROOM AB,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AB,,Powerwell,Sivacon S8,Sivacon S8,,PW/20757/2024/11,1,,Block AB,2025-01-27 10:42:32,Aaron Asir,2025-06-17 01:59:06,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-06-17 01:59:06,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,11604986,EDCKUL21MBCAB210,MBC,Electrical,,,ELECTRICAL ROOM AB,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AB,,Powerwell,Sivacon S8,Sivacon S8,,PW/21972/2026/03,1,,Block AB,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:29:39,Aaron Asir,,,2026-09-09 02:30:38,Tarmizi Isa,2026-09-10 00:26:19,Tarmizi Isa,,,,,,,Energized,2026-09-10 00:26:19,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742001,EDCKUL21MBCAC110,MBC,Electrical,,,ELECTRICAL ROOM AC,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AC,,Powerwell,Sivacon S8,Sivacon S8,,PW/20766/2024/11,1,,Block AC,2025-01-27 10:42:32,Aaron Asir,2025-06-17 01:59:06,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-06-17 01:59:06,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,11604987,EDCKUL21MBCAC210,MBC,Electrical,,,ELECTRICAL ROOM AC,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AC,,Powerwell,Sivacon S8,Sivacon S8,,PW/21973/2026/03,1,,Block AC,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:30:48,Aaron Asir,,,2026-09-09 02:30:49,Tarmizi Isa,2026-09-10 00:26:24,Tarmizi Isa,,,,,,,Energized,2026-09-10 00:26:24,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742002,EDCKUL21MBCAD110,MBC,Electrical,,,ELECTRICAL ROOM AD,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AD,,Powerwell,Sivacon S8,Sivacon S8,,PW/20795/2024/11,1,,Block AD,2025-01-27 10:42:32,Aaron Asir,2025-07-27 15:03:37,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-27 15:03:37,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,11604988,EDCKUL21MBCAD210,MBC,Electrical,,,ELECTRICAL ROOM AD,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AD,,Powerwell,Sivacon S8,Sivacon S8,,PW/21976/2026/03,1,,Block AD,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:29:39,Aaron Asir,,,2026-08-03 03:18:45,Nadhirah Mazlan,2026-08-03 08:39:03,Tarmizi Isa,,,,,,,Energized,2026-08-03 08:39:03,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742003,EDCKUL21MBCAE110,MBC,Electrical,,,ELECTRICAL ROOM AE,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AE,,Powerwell,Sivacon S8,Sivacon S8,,PW/20786/2024/11,1,,Block AE,2025-01-27 10:42:32,Aaron Asir,2025-07-27 15:13:26,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-27 15:13:26,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,11604989,EDCKUL21MBCAE210,MBC,Electrical,,,ELECTRICAL ROOM AE,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AE,,Powerwell,Sivacon S8,Sivacon S8,,PW/21975/2026/03,1,,Block AE,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:29:39,Aaron Asir,,,,,2026-08-03 08:39:10,Tarmizi Isa,,,,,,,Energized,2026-08-03 08:39:10,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742004,EDCKUL21MBCAF110,MBC,Electrical,,,ELECTRICAL ROOM AF,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AF,,Powerwell,Sivacon S8,Sivacon S8,,PW/20777/2024/11,1,,Block AF,2025-01-27 10:42:32,Aaron Asir,2025-07-27 15:23:03,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-27 15:23:03,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,11604990,EDCKUL21MBCAF210,MBC,Electrical,,,ELECTRICAL ROOM AF,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AF,,Powerwell,Sivacon S8,Sivacon S8,,PW/21974/2026/03,1,,Block AF,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:29:39,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2026-06-02 03:29:39,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8742005,EDCKUL21MBCAH110,MBC,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AH,,Powerwell,Sivacon S8,Sivacon S8,,PW/20775/2024/11,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-06-23 03:25:31,Aaron Asir,,,,,2026-07-29 02:44:00,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:44:00,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,11605589,EDCKUL21MBCAH210,MBC,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Powerwell,,Powerwell,Electrical BH Room,,Powerwell,Sivacon S8,Sivacon S8,,PW/22062/2026/04,1,,Block AH,2026-03-10 10:46:55,Aaron Asir,2026-06-02 03:30:48,Aaron Asir,,,2026-07-13 09:12:45,Nadhirah Mazlan,2026-07-29 02:44:17,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:44:17,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742006,EDCKUL21MBCAZ110,MBC,Electrical,,,ELECTRICAL ROOM AZ,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room AZ,,Powerwell,Sivacon S8,Sivacon S8,,PW/20804/2024/11,1,,Block AZ,2025-01-27 10:42:32,Aaron Asir,2025-07-27 15:32:36,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-27 15:32:36,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,11604991,EDCKUL21MBCAZ210,MBC,Electrical,,,ELECTRICAL ROOM AZ,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical BZ Room,,Powerwell,Sivacon S8,Sivacon S8,,PW/21977/2026/03,1,,Block AZ,2026-03-10 02:32:15,Aaron Asir,2026-06-02 03:29:39,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2026-06-02 03:29:39,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8742013,EDCKUL21MDPAH110,MDP,Electrical,,,ELECTRICAL ROOM BH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BH,,POWERWELL,Not specified,Not specified,,PW/21492/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-06-17 02:14:28,Aaron Asir,2026-01-12 02:55:50,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,2026-07-29 02:09:25,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:09:25,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742014,EDCKUL21MDPAH210,MDP,Electrical,,,ELECTRICAL ROOM AZ,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room AZ,,Powerwell,Not specified,Not specified,,PW/21560/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-31 07:03:30,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-31 07:03:30,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742015,EDCKUL21MDPAH310,MDP,Electrical,,,ELECTRICAL ROOM BZ,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BZ,,Powerwell,Not Specified,Not Specified,,PW/21516/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-08 02:32:33,Aaron Asir,2026-01-12 02:55:50,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,2026-07-29 02:09:52,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:09:52,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742016,EDCKUL21MDPAH410,MDP,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect Room AH,,Powerwell,Not specified,Not Specified,,PW/21575/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-18 02:47:43,Tarmizi Isa,,,,,2026-07-29 02:10:26,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:10:26,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742017,EDCKUL21MDPAH510,MDP,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect room AH,,Powerwell,Not specified,Not Specified,,PW/21537/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-18 02:48:57,Tarmizi Isa,2026-01-27 01:44:33,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,2026-07-29 02:10:59,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:10:59,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742018,EDCKUL21MDPAH610,MDP,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect Room AH,,Powerwell,Not Specified,Not Specified,,PW/21515/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-18 02:50:47,Tarmizi Isa,2026-01-12 02:55:50,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,2026-07-29 02:11:39,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:11:39,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742019,EDCKUL21MDPAH710,MDP,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect Room AH,,Powerwell,Not specified,Not Specified,,PW/21538/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-21 05:48:39,Tarmizi Isa,,,,,2026-09-08 09:22:55,Tarmizi Isa,,,,,,,Energized,2026-09-08 09:22:55,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742020,EDCKUL21MDPAH810,MDP,Electrical,,,ELECTRICAL ROOM AH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect room AH,,Powerwell,Not Specified,Not Specified,,PW/21576/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-21 05:48:42,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-21 05:48:42,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742021,EDCKUL21MDPAH910,MDP,Electrical,,,ELECTRICAL ROOM AZ,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect Room AZ,,Powerwell,Not Specified,Not Specified,,PW/21559/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-31 07:12:30,Tarmizi Isa,2026-01-27 01:44:33,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,2026-07-29 02:11:53,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:11:53,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742022,EDCKUL21MDPAHA10,MDP,Electrical,,,,L2 YELLOW TAG,IT,Promatrix DCS,,Promatrix DCS,Third Floor (South Corridor),,POWERWELL,Not Specified,Not Specified,,PW/21561/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-10-13 08:39:09,Aaron Asir,2026-01-27 01:44:33,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-06-16 01:47:24,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8742023,EDCKUL21MDPAHB10,MDP,Electrical,,,,L2 YELLOW TAG,IT,Promatrix DCS,,Promatrix DCS,Second Floor (South Corridor),,POWERWELL,Not Specified,Not Specified,,PW/21540/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-10-13 08:39:09,Aaron Asir,2026-01-27 01:44:33,Aaron Asir,2026-06-16 01:47:24,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-06-16 01:47:24,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8742024,EDCKUL21MDPAHC10,MDP,Electrical,,,ELECTRICAL ROOM AH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room AH,,Powerwell,Not Specified,Not Specified,,PW/21541/2025/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2025-07-21 05:51:54,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-21 05:51:54,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742025,EDCKUL21MDPAHD10,MDP,Electrical,,,ELECTRICAL ROOM BZ,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM AH,,Powerwell,Not Specified,Not Specified,,PW/22136/2026/05,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,2026-07-06 00:57:22,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2026-07-06 00:57:22,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8742026,EDCKUL21MDPAHE10,MDP,Electrical,,,ELECTRICAL ROOM AH,NO TAG,IT,Promatrix DCS,,Promatrix DCS,,,,,,,,1,,Block AH,2025-01-27 10:42:32,Aaron Asir,,,,,,,,,,,,,,,No Tag,2025-01-27 10:42:32,Aaron Asir,2026-09-12T20:09:40.124047+00:00
39282,8742028,EDCKUL21MSBAA110,MSB,Electrical,,,ELECTRICAL ROOM AA,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AA,,Powerwell,Sivacon S8,Sivacon S8,,PW/20747/2024/11,1,Powerwell,Block AA,2026-06-02 03:25:42,Aaron Asir,2026-06-15 05:44:44,Aaron Asir,2025-12-08 07:00:19,Aaron Asir,,,2026-08-24 01:59:18,Tarmizi Isa,,,,,,,Energized,2026-08-24 01:59:18,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
39282,8742027,EDCKUL21MSBAB110,MSB,Electrical,,,ELECTRICAL ROOM AB,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room AB,,Powerwell,Sivacon S8,Sivacon S8,,PW/20756/2024/11,1,,Block AB,2026-06-02 03:25:42,Aaron Asir,2026-06-15 05:44:44,Aaron Asir,2025-12-08 07:00:19,Aaron Asir,,,2026-08-24 01:59:26,Tarmizi Isa,,,,,,,Energized,2026-08-24 01:59:26,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
