project_id,equipment_id,name,type,discipline,building,floor,space,status,area_type,equipment_supplier,floor,installing_contractor,location,logistics_category_1,manufacturer,model_name,model_number,phase,serial_number,tranche,vendor,systems,no_tag_date,no_tag_person,l1_red_tag_date,l1_red_tag_person,conditional_yellow_tag_date,conditional_yellow_tag_person,l2_yellow_tag_date,l2_yellow_tag_person,energized_date,energized_person,l3_green_tag_date,l3_green_tag_person,l4_blue_tag_date,l4_blue_tag_person,l5_white_tag_date,l5_white_tag_person,current_stage,current_stage_date,current_stage_person,last_synced
40875,8742791,EDCKUL21GENBA100,GEN,Electrical,,,GENERATOR ROOM BA,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,Generator Room BA,,Caterpillar,CAT3516ELGZF00201,3516E,,GZF00201,2,SIME DARBY INDUSTRIAL,Block BA,2025-01-27 10:48:58,Aaron Asir,2025-03-28 05:30:59,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742792,EDCKUL21GENBB100,GEN,Electrical,,,GENERATOR ROOM BB,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,Generator Room BB,,Caterpillar,CAT3516EEGZF00198,3516E,,GZF00198,2,SIME DARBY INDUSTRIAL,Block BB,2025-01-27 10:48:58,Aaron Asir,2025-03-28 05:31:06,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742793,EDCKUL21GENBC100,GEN,Electrical,,,GENERATOR ROOM BC,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,Generator Room BC,,Caterpillar,CAT3516EEGZF00203,3516E,,GZF00203,2,SIME DARBY INDUSTRIAL,Block BC,2025-01-27 10:48:58,Aaron Asir,2025-04-10 12:06:56,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742794,EDCKUL21GENBD100,GEN,Electrical,,,GENERATOR ROOM BD,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BD,,CATERPILLAR,3516E,CAT3516ETGZF00205,,GZF00205,2,,Block BD,2025-01-27 10:48:58,Aaron Asir,2025-05-05 04:43:33,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742795,EDCKUL21GENBE100,GEN,Electrical,,,GENERATOR ROOM BE,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BE,,CATERPILLAR,3516E,CAT3516EAGZF00195,,GZF00195,2,,Block BE,2025-01-27 10:48:59,Aaron Asir,2025-05-13 02:53:39,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742796,EDCKUL21GENBF100,GEN,Electrical,,,GENERATOR ROOM BF,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BF,,CATERPILLAR,3516E,CAT3516EJGZF00208,,GZF00208,2,,Block BF,2025-01-27 10:48:59,Aaron Asir,2025-05-13 02:53:39,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742797,EDCKUL21GENBH100,GEN,Electrical,,,GENERATOR ROOM BH,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,Generator Room BH,,Caterpillar,CAT3516ECZNZ00293,3516E,,ZNZ00293,2,SIME DARBY INDUSTRIAL,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-04-10 12:06:56,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742798,EDCKUL21GENBZ100,GEN,Electrical,,,GENERATOR ROOM BZ,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BZ,,CATERPILLAR,3516E,CAT3516ECGZF00209,,GZF00209,2,,Block BZ,2025-01-27 10:48:59,Aaron Asir,2025-05-05 04:43:36,Aaron Asir,,,2026-05-25 09:36:19,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-05-25 09:36:19,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742799,EDCKUL21GSBBA110,GSB,Electrical,,,GENERATOR ROOM BA,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM-BA,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-05,2,,Block BA,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742800,EDCKUL21GSBBB110,GSB,Electrical,,,GENERATOR ROOM BB,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BB,,ENERCON ASIA PTE LTD,ABB 5000EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-03,2,,Block BB,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742801,EDCKUL21GSBBC110,GSB,Electrical,,,GENERATOR ROOM BC,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM-BC,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-04,2,,Block BC,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742802,EDCKUL21GSBBD110,GSB,Electrical,,,GENERATOR ROOM BD,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BD,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA1422EDCACB50A06,2,,Block BD,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742803,EDCKUL21GSBBE110,GSB,Electrical,,,GENERATOR ROOM BE,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,SIME DARBY INDUSTRIAL,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-07,2,,Block BE,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742804,EDCKUL21GSBBF110,GSB,Electrical,,,GENERATOR ROOM BF,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BF,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB50A-08,2,,Block BF,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742806,EDCKUL21GSBBH110,GSB,Electrical,,,GENERATOR ROOM BH,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM-BH,,ENERCON ASIA PTE LTD,ABB 4000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA-1422-EDC-ACB40A-01,2,,Block BH,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742805,EDCKUL21GSBBZ110,GSB,Electrical,,,GENERATOR ROOM BZ,L2 YELLOW TAG,IT,Sime Darby Industrial,,Sime Darby Industrial,GENERATOR ROOM BZ,,ENERCON ASIA PTE LTD,ABB 5000 EKIP TOUCH LSIG 4P,SACE EMAX 2,,EA1422EDCACB50A09,2,,Block BZ,2026-06-11 02:57:51,Aaron Asir,2026-06-16 03:39:30,Aaron Asir,,,2026-07-30 07:09:55,Aaron Asir,,,,,,,,,L2 Yellow Tag,2026-07-30 07:09:55,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742807,EDCKUL21MBCBA110,MBC,Electrical,,,ELECTRICAL ROOM BA,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BA,,Powerwell,Sivacon S8,Sivacon S8,,PW/20690/2024/11,2,Powerwell,Block BA,2025-01-27 10:48:59,Aaron Asir,2025-03-25 00:42:22,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-03-25 00:42:22,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769013,EDCKUL21MBCBA210,MBC,Electrical,,,ELECTRICAL ROOM BA,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BA,,Powerwell,Sivacon S8,Sivacon S8,,PW/21968/2026/03,2,,Block BA,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:10:37,Nadhirah Mazlan,,,,,2026-08-21 07:54:40,Tarmizi Isa,,,,,,,Energized,2026-08-21 07:54:40,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742808,EDCKUL21MBCBB110,MBC,Electrical,,,ELECTRICAL ROOM BB,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BB,,Powerwell,Sivacon S8,Sivacon S8,,PW/20699/2024/11,2,Powerwell,Block BB,2025-01-27 10:48:59,Aaron Asir,2025-03-25 00:42:30,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-03-25 00:42:30,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769014,EDCKUL21MBCBB210,MBC,Electrical,,,ELECTRICAL ROOM BB,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BB,,Powerwell,Sivacon S8,Sivacon S8,,PW/21969/2026/03,2,,Block BB,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:10:50,Nadhirah Mazlan,,,,,2026-08-21 07:55:16,Tarmizi Isa,,,,,,,Energized,2026-08-21 07:55:16,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742809,EDCKUL21MBCBC110,MBC,Electrical,,,ELECTRICAL ROOM BC,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BC,,Powerwell,Sivacon S8,Sivacon S8,,PW/20708/2024/11,2,,Block BC,2025-01-27 10:48:59,Aaron Asir,2025-03-29 04:54:35,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-03-29 04:54:35,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769015,EDCKUL21MBCBC210,MBC,Electrical,,,ELECTRICAL ROOM BC,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BC,,Powerwell,Sivacon S8,Sivacon S8,,PW/21970/2026/03,2,,Block BC,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:11:05,Nadhirah Mazlan,,,,,2026-08-24 02:08:50,Tarmizi Isa,,,,,,,Energized,2026-08-24 02:08:50,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742811,EDCKUL21MBCBD110,MBC,Electrical,,,ELECTRICAL ROOM BD,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BD,,Powerwell,Sivacon S8,Sivacon S8,,PW/20737/2024/11,2,,Block BD,2025-01-27 10:48:59,Aaron Asir,2025-03-29 04:54:35,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-03-29 04:54:35,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769016,EDCKUL21MBCBD210,MBC,Electrical,,,ELECTRICAL ROOM BD,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BD,,Powerwell,Sivacon S8,Sivacon S8,,PW/21978/2026/03,2,,Block BD,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:11:37,Nadhirah Mazlan,,,,,2026-08-21 09:47:29,Tarmizi Isa,,,,,,,Energized,2026-08-21 09:47:29,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742812,EDCKUL21MBCBE110,MBC,Electrical,,,ELECTRICAL ROOM BE,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BE,,Powerwell,Sivacon S8,Sivacon S8,,PW/20728/2024/11,2,,Block BE,2025-01-27 10:48:59,Aaron Asir,2025-04-10 09:51:38,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-04-10 09:51:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769017,EDCKUL21MBCBE210,MBC,Electrical,,,ELECTRICAL ROOM BE,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BE,,Powerwell,Sivacon S8,Sivacon S8,,PW/21979/2026/03,2,,Block BE,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:11:58,Nadhirah Mazlan,,,,,2026-08-21 09:47:41,Tarmizi Isa,,,,,,,Energized,2026-08-21 09:47:41,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8743357,EDCKUL21MBCBF110,MBC,Electrical,,,ELECTRICAL ROOM BF,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BF,,Powerwell,Sivacon S8,Sivacon S8,,PW/20719/2024/11,2,,Block BF,2025-01-27 10:49:04,Aaron Asir,2025-06-17 01:55:42,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-06-17 01:55:42,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769018,EDCKUL21MBCBF210,MBC,Electrical,,,ELECTRICAL ROOM BF,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BF,,Powerwell,Sivacon S8,Sivacon S8,,PW/21980/2026/03,2,,Block BF,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:12:14,Nadhirah Mazlan,,,,,,,,,,,,,L1 Red Tag,2026-07-15 09:12:14,Nadhirah Mazlan,2026-09-12T20:09:40.124047+00:00
40875,8742810,EDCKUL21MBCBH110,MBC,Electrical,,,ELECTRICAL ROOM BH,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BH,,Powerwell,Sivacon S8,Sivacon S8,,PW/20717/2024/11,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-04-10 09:51:38,Aaron Asir,2025-11-10 05:32:55,Nadhirah Mazlan,2026-06-16 01:47:40,Aaron Asir,2026-08-13 02:31:16,Tarmizi Isa,,,,,,,Energized,2026-08-13 02:31:16,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,11769019,EDCKUL21MBCBH210,MBC,Electrical,,,ELECTRICAL ROOM BH,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BH,,Powerwell,Sivacon S8,Sivacon S8,,PW/22063/2026/04,2,,Block BH,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:12:37,Nadhirah Mazlan,,,,,,,,,,,,,L1 Red Tag,2026-07-15 09:12:37,Nadhirah Mazlan,2026-09-12T20:09:40.124047+00:00
40875,8743358,EDCKUL21MBCBZ110,MBC,Electrical,,,ELECTRICAL ROOM BZ,L1 RED TAG,IT,Powerwell,,Powerwell,Electrical Room BZ,,Powerwell,Sivacon S8,Sivacon S8,,PW/20746/2024/11,2,,Block BZ,2025-01-27 10:49:04,Aaron Asir,2025-04-10 09:51:38,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-04-10 09:51:38,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,11769020,EDCKUL21MBCBZ210,MBC,Electrical,,,ELECTRICAL ROOM BZ,ENERGIZED,IT,Powerwell,,Powerwell,Electrical Room BZ,,Powerwell,Sivacon S8,Sivacon S8,,PW/21981/2026/03,2,,Block BZ,2026-03-25 05:02:27,Aaron Asir,2026-07-15 09:12:49,Nadhirah Mazlan,,,,,2026-08-03 08:35:40,Tarmizi Isa,,,,,,,Energized,2026-08-03 08:35:40,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,10016398,EDCKUL21MCC00100,MCC,Mechanical,,,,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,GF - FCC Room,,Source Code Asia Sdn Bhd,ABB,AF-09 - AF36,,N/A,2,,Block BH,2025-08-12 01:16:25,Aaron Asir,2026-06-25 00:59:20,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2026-06-25 00:59:20,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,12549418,EDCKUL21MDPBH1H0,MDP,Electrical,EDCKUL21,L3,PANEL ROOM GF,L1 RED TAG,IT,Promatrix DCS,L3,Promatrix DCS,PANEL DAY-2,,POWERWELL,NOT SPECIFIED,NOT SPECIFIED,,PW/22209/2026/05,2,PROMATRIX DCS,Block BH,2026-05-19 08:11:24,Aaron Asir,2026-07-20 03:15:14,Nadhirah Mazlan,,,,,,,,,,,,,L1 Red Tag,2026-07-20 03:15:14,Nadhirah Mazlan,2026-09-12T20:09:40.124047+00:00
40875,12549419,EDCKUL21MDPBH2H0,MDP,Electrical,EDCKUL21,L3,PANEL ROOM 1F,L1 RED TAG,IT,Promatrix DCS,L3,Promatrix DCS,PANEL ROOM DAY-2,,POWERWELL,NOT SPECIFIED,NOT SPECIFIED,,PW/22210/2026/05,2,PROMATRIX DCS,Block BH,2026-05-19 08:11:24,Aaron Asir,2026-07-25 00:22:20,Nadhirah Mazlan,,,,,,,,,,,,,L1 Red Tag,2026-07-25 00:22:20,Nadhirah Mazlan,2026-09-12T20:09:40.124047+00:00
40875,12549420,EDCKUL21MDPBH3H0,MDP,Electrical,EDCKUL21,GF,PANEL ROOM 2F,L1 RED TAG,IT,Promatrix DCS,GF,Promatrix DCS,PANEL ROOM DAY-2,,POWERWELL,NOT SPECIFIED,NOT SPECIFIED,,PW/22211/2026/05,2,PROMATRIX DCS,Block BH,2026-05-19 08:11:24,Aaron Asir,2026-08-18 00:38:36,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2026-08-18 00:38:36,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,12089403,EDCKUL21MDPBH4H0,MDP,Electrical,EDCKUL21,3F,PANEL ROOM 3F,L1 RED TAG,IT,Promatrix DCS,3F,Promatrix DCS,PANEL ROOM DAY-2,,POWERWELL,NOT SPECIFIED,NOT SPECIFIED,,PW/22212/2026/05,2,,Block BH,2026-04-10 02:23:17,Aaron Asir,2026-08-18 00:38:53,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2026-08-18 00:38:53,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742819,EDCKUL21MDPBH110,MDP,Electrical,,,ELECTRICAL ROOM BH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BH,,POWERWELL,Not specified,Not specified,,PW/21508/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-06-17 02:13:35,Aaron Asir,2026-01-12 02:55:13,Aaron Asir,2026-06-16 01:47:40,Aaron Asir,2026-07-29 02:13:23,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:13:23,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742820,EDCKUL21MDPBH210,MDP,Electrical,,,,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,South corridor GF,,POWERWELL,Not Specified,Not specified,,PW/21505/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-06-17 02:13:35,Aaron Asir,2026-01-12 02:55:13,Aaron Asir,2026-06-16 01:47:40,Aaron Asir,2026-07-29 02:13:55,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:13:55,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742821,EDCKUL21MDPBH310,MDP,Electrical,,,ELECTRICAL ROOM BZ,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BZ,,Powerwell,Not Specified,Not Specified,,PW/21525/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-08 02:30:48,Aaron Asir,2026-01-12 02:55:13,Aaron Asir,2026-06-16 01:47:40,Aaron Asir,2026-07-29 02:14:31,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:14:31,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742822,EDCKUL21MDPBH410,MDP,Electrical,,,,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,1F Common Corridor,,Powerwell,Not Specified,Not Specified,,PW/21524/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-08 02:30:48,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-08 02:30:48,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742823,EDCKUL21MDPBH510,MDP,Electrical,,,ELECTRICAL ROOM AH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect Room AH,,Powerwell,Not Specified,Not specified,,PW/21548/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-21 05:56:21,Tarmizi Isa,2026-01-27 01:37:43,Aaron Asir,2026-06-16 01:47:40,Aaron Asir,2026-07-29 02:14:45,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:14:45,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742824,EDCKUL21MDPBH610,MDP,Electrical,,,ELECTRICAL ROOM BH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BH,,POWERWELL,Not specified,Not specified,,PW/21501/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-06-17 02:13:35,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-06-17 02:13:35,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742825,EDCKUL21MDPBH710,MDP,Electrical,,,ELECTRICAL ROOM BH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BH,,POWERWELL,Not Specified,Not Specified,,PW/21504/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-06-30 09:01:08,Aaron Asir,2026-01-12 02:55:13,Aaron Asir,2026-06-16 01:47:40,Aaron Asir,2026-07-29 02:14:53,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:14:53,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742826,EDCKUL21MDPBH810,MDP,Electrical,,,ELECTRICAL ROOM BH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,ELECT ROOM BH (GF),,POWERWELL,Not specified,Not specified,,PW/21502/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-06-09 03:53:43,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-06-09 03:53:43,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742827,EDCKUL21MDPBH910,MDP,Electrical,,,ELECTRICAL ROOM BH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room BH,,Powerwell,Not Specified,Not Specified,,PW/21586/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-14 06:46:49,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-14 06:46:49,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742828,EDCKUL21MDPBHA10,MDP,Electrical,,,ELECTRICAL ROOM BH,ENERGIZED,IT,Promatrix DCS,,Promatrix DCS,Elect Room BH,,Powerwell,Not Specified,Not Specified,,PW/21585/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-14 06:46:49,Aaron Asir,2025-12-16 02:27:53,Aaron Asir,2026-06-16 01:47:40,Aaron Asir,2026-07-29 02:17:00,Tarmizi Isa,,,,,,,Energized,2026-07-29 02:17:00,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
40875,8742829,EDCKUL21MDPBHB10,MDP,Electrical,,,FIRE & COLD WATER PUMP ROOM,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Pump room 1F Q2,,Powerwell,Not Specified,Not Specified,,PW/21583/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-14 06:46:49,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-14 06:46:49,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742830,EDCKUL21MDPBHC10,MDP,Electrical,,,ELECTRICAL ROOM BH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room BH,,Powerwell,Not Specified,Not Specified,,PW/21582/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-14 06:46:49,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-14 06:46:49,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742831,EDCKUL21MDPBHD10,MDP,Electrical,,,ELECTRICAL ROOM BZ,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room BZ,,Powerwell,Not Specified,Not Specified,,PW/21579/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-14 06:46:49,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-14 06:46:49,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742832,EDCKUL21MDPBHE10,MDP,Electrical,,,ELECTRICAL ROOM AH,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room AH,,Powerwell,Not Specified,Not Specified,,PW/21580/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-29 02:34:43,Aaron Asir,,,,,,,,,,,,,L1 Red Tag,2025-07-29 02:34:43,Aaron Asir,2026-09-12T20:09:40.124047+00:00
40875,8742833,EDCKUL21MDPBHF10,MDP,Electrical,,,ELECTRICAL ROOM AZ,L1 RED TAG,IT,Promatrix DCS,,Promatrix DCS,Elect Room AZ,,Powerwell,Not Specified,Not Specified,,S/N: PW/21581/2025/05,2,,Block BH,2025-01-27 10:48:59,Aaron Asir,2025-07-31 07:06:50,Tarmizi Isa,,,,,,,,,,,,,L1 Red Tag,2025-07-31 07:06:50,Tarmizi Isa,2026-09-12T20:09:40.124047+00:00
